,Actual size,Exposure,Maintenance fees,Age of building,Outdoor space,Locker,Property type:,Area:,Parking,Bed,Studio,Bath,Den
1809,1153,7,950,15,3,3,1,115,1,2,0,2,1
1810,610,8,475.89,3,3,4,1,76,0,1,0,1,1
1811,2444,6,2131.09,41,3,4,1,62,2,2,0,3,1
1812,545,9,380.32,6,3,3,1,7,0,1,0,1,0
1813,1295,9,803.85,50,3,3,1,62,1,3,0,2,0
1814,3067,0,3411.16,38,3,4,1,10,2,2,0,3,0
1815,522,2,403.83,36,2,3,1,61,0,,1,1,0
1816,752,6,643,36,2,1,1,61,1,1,0,1,1
1817,937,0,688.99,36,3,4,1,72,1,2,0,2,0
1818,1501,9,1278.44,10,4,2,1,24,1,3,0,2,0
1819,1050,0,609.27,47,3,1,1,105,1,2,0,1,0
1820,1490,0,1281.22,44,3,1,1,64,1,3,0,2,0
1821,470,0,561.69,8,4,3,1,102,0,1,0,1,0
1822,886,6,629.82,29,2,3,1,29,0,2,0,2,0
1823,900,5,817.75,46,3,0,1,15,1,2,0,2,0
1824,560,0,342.39,12,3,3,1,22,0,1,0,1,0
1825,608,5,569.95,29,2,1,1,129,1,1,0,1,0
1826,630,6,637.5,4,3,4,1,61,1,1,0,1,1
1827,955,8,685.8,10,3,4,1,68,2,2,0,2,1
1828,646,2,466.23,4,3,3,1,91,0,1,0,1,1
1829,579,9,539.74,18,3,2,1,8,1,1,0,1,0
1830,552,0,387.44,4,3,3,1,128,1,1,0,1,0
1831,693,6,430.59,18,3,3,1,37,1,1,0,1,0
1832,812,7,601.2,1,3,4,1,9,1,2,0,2,1
1833,715,9,532,1,0,4,1,108,1,2,0,2,0
1834,817,5,528.34,0,0,4,1,92,1,2,0,2,0
1835,570,6,562.52,12,3,4,1,8,1,1,0,1,0
1836,352,2,312.92,2,2,4,1,128,1,,1,1,0
1837,1130,6,829.54,22,2,4,1,40,1,1,0,2,0
1838,740,5,515.16,9,3,3,1,23,1,2,0,1,0
1839,853,8,615,0,0,4,1,127,0,2,0,2,1
1840,912,0,659.97,24,2,3,1,121,0,2,0,2,1
1841,725,2,601.53,11,3,4,1,83,1,2,0,1,0
1842,688,5,511.72,0,3,3,1,108,1,1,0,1,1
1843,554,2,509,14,3,3,1,82,1,1,0,1,0
1844,1160,6,911.03,46,3,3,1,38,1,2,0,2,1
1845,546,9,456.78,4,3,3,1,21,0,1,0,1,1
1846,637,7,556.13,10,3,4,1,49,0,1,0,1,0
1847,811,5,711.01,,3,4,1,27,1,2,0,2,0
1848,827,7,675.24,9,3,4,1,76,1,2,0,2,0
1849,662,7,662.41,4,3,4,1,61,1,1,0,1,1
1850,900,0,749.88,19,4,2,2,118,1,2,0,2,0
1851,522,8,412.37,5,3,4,1,107,0,1,0,1,1
1852,1528,6,1146.99,0,3,4,1,43,1,2,0,3,1
1853,787,9,659.54,34,2,3,1,0,0,1,0,1,2
1854,711,6,351,4,4,4,2,31,0,2,0,1,0
1855,753,0,536.74,8,4,3,1,1,1,2,0,2,0
1856,477,5,403.45,21,2,3,1,108,0,1,0,1,0
1857,521,9,445.09,14,3,3,1,108,0,1,0,1,0
1858,1290,1,823.2,17,4,2,1,4,1,2,0,3,0
1859,2820,8,2500,5,4,4,1,108,3,3,0,3,1
1860,970,2,953.38,38,2,2,1,102,1,1,0,2,1
1861,700,2,770,30,2,3,1,7,0,1,0,1,1
1862,495,2,304.9,3,1,3,1,78,0,1,0,1,1
1863,1128,9,1675.04,45,3,3,1,74,2,3,0,2,0
1864,673,2,397,6,4,3,1,119,0,1,0,1,0
1865,1175,9,889,40,2,3,1,114,2,2,0,1,1
1866,510,2,383.74,1,3,3,1,19,0,1,0,1,1
1867,886,2,744.25,7,3,4,0,71,0,2,0,1,1
1868,2775,3,2719,43,3,2,0,76,0,2,0,3,0
1869,983,7,757.17,6,3,3,1,118,1,2,0,2,0
1870,877,9,854.48,14,3,4,1,119,0,2,0,2,0
1871,747,8,703,5,3,4,1,81,1,1,0,2,1
1872,655,9,461.27,14,3,1,1,61,0,1,0,1,1
1873,587,9,399.27,13,3,4,1,22,0,1,0,1,1
1874,658,0,495.48,5,3,3,1,7,0,1,0,1,1
1875,542,0,398.12,3,3,4,1,57,0,1,0,1,0
1876,715,5,560.19,6,3,4,1,129,0,1,0,1,1
1877,865,0,1066.92,22,2,3,1,103,1,2,0,2,0
1878,690,5,520.3,13,3,4,1,22,1,1,0,1,1
1879,597,6,430.44,10,3,3,1,7,0,1,0,1,1
1880,1040,6,490.81,6,3,4,2,31,0,2,0,2,0
1881,541,2,375.11,5,1,3,1,57,1,1,0,1,0
1882,643,7,539.05,11,3,4,1,118,1,1,0,1,1
1883,817,7,649.11,6,3,1,1,7,1,2,0,2,0
1884,1021,7,732.52,9,3,4,1,76,1,2,0,2,1
1885,610,0,567.11,49,2,2,1,40,1,1,0,1,0
1886,580,9,308.63,13,3,2,2,54,1,1,0,1,0
1887,659,2,480.83,3,3,3,1,91,0,1,0,1,1
1888,588,2,512.67,18,0,3,1,61,1,1,0,1,1
1889,1160,9,814.1,48,3,1,1,15,0,2,0,1,1
1890,504,0,350,1,3,2,1,21,0,1,0,1,0
1891,1436,0,1501,9,3,4,1,91,1,2,0,3,0
1892,1169,3,763.83,2,3,4,1,108,1,2,0,3,1
1893,525,9,421.51,16,3,3,1,22,0,1,0,1,1
1894,1016,8,657.06,11,0,4,1,43,0,2,0,2,0
1895,755,2,831.05,30,2,3,1,7,0,1,0,1,1
1896,670,0,345.6,7,3,4,1,37,0,1,0,1,1
1897,644,6,489.36,1,3,4,1,126,0,2,0,2,0
1898,837,3,633.65,5,3,3,1,23,0,2,0,2,0
1899,1048,0,711.17,29,2,3,1,121,0,2,0,2,1
1900,1176,5,872.34,16,3,2,1,91,1,2,0,2,1
1901,973,2,757.73,32,3,2,1,77,0,2,0,2,0
1902,755,7,706,16,3,4,1,102,1,2,0,1,0
1903,1008,9,721.21,6,3,3,1,22,1,3,0,2,0
1904,850,2,821,8,3,4,1,48,1,1,0,1,1
1905,805,7,652.73,8,4,4,1,22,0,2,0,2,0
1906,1047,7,765.63,6,3,4,1,61,1,2,0,2,0
1907,491,0,397.18,5,3,4,1,24,0,1,0,1,0
1908,678,0,470.96,6,3,4,1,68,1,1,0,2,1
1909,935,6,776.47,15,4,4,1,106,1,2,0,2,0
1910,525,9,426.37,2,3,4,1,8,0,1,0,1,0
1911,708,9,621.08,7,3,4,1,92,0,2,0,2,0
1912,970,2,478.8,31,0,1,1,80,1,2,0,2,1
1913,802,0,533.42,5,4,3,1,7,0,1,0,2,1
1914,970,2,478,31,2,3,1,80,0,2,0,2,1
1915,1873,0,727.65,24,3,3,2,103,0,3,0,3,0
1916,540,9,444.39,6,3,4,1,22,0,1,0,1,0
1917,1057,6,834.2,8,3,4,1,22,0,2,0,2,1
1918,370,0,256.45,1,3,3,1,7,0,,1,1,0
1919,1350,6,853.99,36,2,4,1,5,0,2,0,2,0
1920,652,3,448,29,2,4,1,5,1,1,0,1,1
1921,983,7,868.74,5,3,4,1,107,1,3,0,2,0
1922,1224,6,963.58,35,3,3,1,36,1,3,0,2,0
1923,1240,3,872.23,28,3,2,1,80,2,2,0,2,0
1924,643,9,621.06,7,3,4,1,22,0,1,0,1,1
1925,1343,3,1181.47,12,2,2,1,20,1,2,0,2,0
1926,429,0,323.45,1,3,3,1,81,0,,1,1,0
1927,567,2,472.57,13,3,4,1,57,0,1,0,1,1
1928,683,6,408.58,10,4,4,1,118,1,1,0,1,1
1929,569,8,415,6,3,4,0,68,1,1,0,2,0
1930,1320,0,298.8,1,4,3,2,71,1,2,0,3,0
1931,470,3,307.16,1,3,3,1,102,0,1,0,1,0
1932,1076,3,934.12,38,3,2,1,87,1,2,0,2,0
1933,610,2,438.14,13,3,3,1,57,0,1,0,1,1
1934,3184,3,2525.67,,4,1,1,108,2,3,0,3,0
1935,465,0,367.01,19,3,2,1,118,1,1,0,1,0
1936,693,0,607.4,20,2,3,1,1,0,2,0,2,0
1937,649,8,540.2,7,3,4,1,47,0,1,0,1,1
1938,750,5,601.99,11,3,3,1,22,1,2,0,2,0
1939,724,9,495.95,8,3,4,1,7,2,2,0,2,0
1940,844,3,711.53,5,3,3,1,65,1,2,0,2,1
1941,362,8,553.4,16,2,3,1,107,0,,1,1,0
1942,651,2,454.72,9,3,3,1,61,0,1,0,1,0
1943,468,9,424.15,9,3,4,1,8,1,1,0,1,0
1944,680,0,513.45,11,3,3,1,127,0,1,0,1,1
1945,1559,0,884.72,34,2,1,1,1,0,3,0,2,1
1946,617,9,422.9,2,4,4,1,47,0,1,0,1,1
1947,608,5,569.36,29,2,4,1,129,1,1,0,1,0
1948,442,2,319.2,3,0,3,1,28,0,1,0,1,0
1949,877,9,656,44,3,3,1,14,1,2,0,1,0
1950,839,8,769.6,15,3,4,1,8,1,2,0,2,0
1951,600,0,474.55,0,3,4,1,108,1,1,0,1,1
1952,1121,0,565.1,30,0,3,1,75,0,2,0,2,1
1953,989,7,842.67,5,4,4,1,81,0,2,0,2,1
1954,651,2,454.72,9,3,3,1,61,0,1,0,1,0
1955,733,7,701.9,1,3,3,1,108,1,1,0,2,1
1956,1008,7,970.48,29,2,4,1,21,0,2,0,2,1
1957,644,9,561.25,4,3,4,1,91,1,1,0,1,1
1958,1013,8,829.69,15,3,4,1,118,1,2,0,2,1
1959,1950,0,152,18,2,3,2,29,0,3,0,4,1
1960,977,8,892.83,22,3,4,1,83,0,2,0,2,1
1961,705,8,538.07,17,3,4,1,65,1,2,0,1,0
1962,582,2,502.71,25,3,2,1,83,0,1,0,1,0
1963,790,7,632.91,3,3,4,1,21,0,2,0,2,0
1964,974,7,769.65,31,2,4,1,59,1,2,0,2,1
1965,652,5,448,29,2,3,1,5,1,1,0,1,0
1966,1319,5,965.63,6,2,4,1,7,1,2,0,2,1
1967,840,6,697.49,6,3,4,1,118,2,2,0,2,0
1968,584,6,356.56,8,3,4,1,68,0,1,0,1,0
1969,1720,8,1594.66,18,3,4,1,37,2,2,0,3,1
1970,852,3,594.63,9,3,3,1,61,0,2,0,2,0
1971,1687,9,1511.67,10,3,4,1,129,2,2,0,3,0
1972,740,0,467.15,15,3,2,1,113,0,2,0,1,0
1973,873,0,730.1,18,3,4,1,8,1,2,0,2,0
1974,644,2,465.08,0,3,3,1,125,0,2,0,1,0
1975,585,6,484,4,3,4,1,70,0,1,0,1,1
1976,597,7,430.44,10,3,4,1,7,0,1,0,1,1
1977,1342,3,809.78,5,4,4,1,61,2,2,0,2,1
1978,669,6,475.38,0,3,3,1,99,1,2,0,1,0
1979,1089,3,774.1,13,0,3,1,81,1,2,0,2,0
1980,596,0,489.72,1,3,4,1,61,0,1,0,1,0
1981,600,2,463.96,6,3,4,1,57,0,1,0,1,1
1982,556,7,446.81,8,3,3,1,118,0,1,0,1,0
1983,853,5,730.04,50,3,1,1,39,0,2,0,1,0
1984,1798,1,1429.77,11,3,4,1,22,2,3,0,3,1
1985,568,6,460.34,4,3,4,1,91,0,1,0,1,1
1986,599,9,339.04,6,3,3,1,124,0,1,0,1,0
1987,937,3,802.33,20,2,4,0,61,1,2,0,2,0
1988,558,2,315.68,6,3,3,1,61,0,1,0,1,1
1989,440,2,287.55,1,3,3,1,102,0,1,0,1,0
1990,869,7,643.7,0,3,3,1,43,1,3,0,2,0
1991,519,2,313.16,0,3,4,1,97,1,1,0,1,0
1992,1171,2,892.53,31,2,3,1,75,1,2,0,2,1
1993,569,0,514.09,6,1,4,1,70,0,2,0,2,0
1994,453,8,385.72,8,4,4,1,49,0,1,0,1,0
1995,755,0,762.23,18,2,4,1,91,1,1,0,1,1
1996,483,9,379.84,19,2,2,1,22,0,1,0,1,0
1997,720,9,742.32,10,3,4,1,76,2,1,0,2,0
1998,986,7,763.67,1,3,3,1,44,0,2,0,2,1
1999,626,0,423.69,12,3,4,1,5,1,1,0,1,0
2000,721,6,539.86,10,3,4,1,43,0,1,0,1,1
2001,864,6,621.2,34,3,1,1,71,0,2,0,1,0
2002,1037,5,872.24,34,2,3,1,7,0,2,0,2,0
2003,3343,3,3884.59,25,4,4,1,16,2,2,0,3,1
2004,445,6,274.11,3,1,3,1,78,0,1,0,1,0
2005,899,6,685.93,22,3,3,1,95,0,2,0,2,0
2006,527,7,308,6,3,3,1,61,0,1,0,1,0
2007,395,7,337.42,6,3,4,1,70,0,1,0,1,0
2008,795,7,592.4,3,3,4,1,89,0,2,0,2,0
2009,725,6,640.15,16,3,4,1,22,0,1,0,1,1
2010,573,6,596.28,11,3,4,1,5,1,1,0,1,0
2011,1276,1,409.07,8,4,3,2,25,1,2,0,2,1
2012,840,9,575,36,0,3,1,72,1,2,0,1,1
2013,573,9,490.51,49,3,2,1,19,0,1,0,1,0
2014,418,0,251,0,3,4,1,92,0,,1,1,0
2015,563,2,355.99,6,3,3,1,102,0,1,0,1,0
2016,1158,7,516,49,3,2,1,80,1,2,0,2,0
2017,518,7,463.18,1,3,4,1,23,0,2,0,1,0
2018,750,6,554.7,10,3,4,1,28,0,1,0,1,1
2019,656,2,706.68,19,3,4,1,81,0,1,0,1,1
2020,601,9,432.89,13,3,4,1,101,1,1,0,1,1
2021,775,2,678,31,2,3,1,72,0,1,0,1,1
2022,1202,6,1091.17,47,3,4,1,6,1,2,0,2,1
2023,805,6,888.47,16,3,4,1,21,1,2,0,2,1
2024,2260,6,2500,37,2,1,1,124,0,2,0,3,1
2025,748,0,531.26,29,2,4,1,121,0,1,0,1,1
2026,1088,2,854.39,44,3,3,1,64,1,2,0,2,1
2027,595,6,463.32,14,3,4,1,7,1,1,0,1,0
2028,788,0,0,16,3,4,1,91,0,1,0,1,1
2029,1154,7,570.85,3,3,4,1,31,1,2,0,2,0
2030,1256,8,983.77,47,3,1,1,74,1,2,0,2,1
2031,800,1,613.8,8,3,4,1,118,0,1,0,1,1
2032,789,6,696.75,15,2,4,1,91,0,1,0,1,0
2033,802,5,581.24,0,3,4,1,107,1,2,0,2,1
2034,595,8,398.42,12,3,4,1,22,0,1,0,1,1
2035,680,0,571.55,24,3,4,1,61,0,1,0,1,0
2036,937,3,802.33,20,2,4,1,61,1,2,0,2,0
2037,990,8,709.31,20,3,3,1,118,0,2,0,2,0
2038,862,0,677.91,42,3,1,1,118,1,2,0,1,0
2039,714,0,439.05,1,3,4,1,81,0,2,0,2,0
2040,972,9,426.1,46,3,1,1,84,0,2,0,1,0
2041,813,0,662.07,3,4,4,1,110,0,1,0,1,1
2042,590,6,407.68,2,3,4,1,21,0,2,0,1,0
2043,695,0,615.04,8,3,3,1,124,1,1,0,1,1
2044,645,9,474.31,14,3,4,1,34,1,1,0,1,1
2045,640,5,514.11,6,3,4,1,107,0,1,0,1,1
2046,477,0,334.61,10,2,3,1,102,0,,1,1,0
2047,557,9,457.73,18,3,3,1,118,0,1,0,1,0
2048,670,6,409.66,19,3,3,2,43,0,2,0,1,0
2049,638,9,410.49,9,3,4,1,108,0,1,0,1,1
2050,470,9,391.26,2,4,4,1,128,0,1,0,1,0
2051,608,0,438.75,4,0,4,1,128,1,1,0,1,1
2052,491,2,380.48,2,3,4,1,47,0,1,0,1,1
2053,690,4,368.22,14,3,3,2,98,0,2,0,1,1
2054,792,6,660,7,3,4,1,118,0,2,0,2,0
2055,981,3,836.05,33,3,1,1,83,0,2,0,2,1
2056,565,2,473.86,9,3,3,1,8,0,1,0,1,1
2057,1022,7,839.48,30,2,1,1,86,1,2,0,2,0
2058,402,6,348.85,3,3,4,1,21,0,1,0,1,0
2059,570,9,396,6,4,4,1,76,0,1,0,1,0
2060,672,3,561.12,9,4,4,0,76,1,1,0,1,1
2061,698,8,451.23,0,3,4,1,108,1,1,0,2,1
2062,1912,5,1800.33,30,3,4,1,108,1,2,0,2,2
2063,1926,1,2350.6,22,3,4,1,129,2,2,0,3,1
2064,790,0,631.25,19,4,3,2,118,0,1,0,1,0
2065,1215,9,732.6,42,3,2,1,112,0,2,0,2,0
2066,642,5,524.79,14,4,3,1,43,0,1,0,1,1
2067,939,2,647.03,21,3,4,1,27,1,2,0,2,0
2068,859,7,654.74,5,3,3,1,60,0,2,0,2,0
2069,590,3,348.62,9,3,3,1,108,0,1,0,1,0
2070,983,8,661.2,6,3,4,1,102,1,2,0,2,0
2071,552,0,367,5,3,3,1,7,0,1,0,1,1
2072,777,0,525.31,8,3,4,1,68,0,2,0,2,0
2073,488,2,412.65,5,4,4,1,24,0,1,0,1,0
2074,626,6,388.64,6,3,4,1,43,1,1,0,1,1
2075,640,8,458.44,7,3,3,1,39,0,1,0,1,1
2076,446,8,300.34,8,4,4,1,43,0,,1,1,0
2077,1100,5,740,46,3,4,1,40,1,3,0,2,0
2078,1033,3,732.65,18,2,4,1,15,1,2,0,2,1
2079,706,9,575.67,5,3,4,1,108,0,1,0,2,1
2080,888,5,749.22,18,3,4,1,8,0,2,0,2,0
2081,1060,5,543.11,1,4,4,1,91,0,2,0,2,0
2082,1203,8,705.75,32,2,3,1,75,1,2,0,2,1
2083,1116,7,1067.67,23,2,4,1,76,0,2,0,2,1
2084,994,9,1006.42,17,3,4,1,126,1,2,0,2,0
2085,622,3,489.59,11,3,4,1,81,0,1,0,1,1
2086,476,0,311.02,3,4,3,1,57,0,1,0,1,0
2087,1014,9,809.08,11,3,4,1,17,1,2,0,2,0
2088,1084,6,791,32,2,3,1,5,2,2,0,2,1
2089,1096,9,532.34,13,2,4,1,68,0,1,0,2,1
2090,1050,7,746.32,9,3,4,1,57,1,2,0,2,0
2091,690,2,763.22,3,0,4,1,55,0,1,0,1,1
2092,427,9,259.03,8,1,3,1,24,0,,1,1,0
2093,632,6,456.85,3,3,4,1,57,0,1,0,1,1
2094,1521,2,2106.67,10,2,4,1,61,1,1,0,2,0
2095,941,2,377.45,8,4,3,2,32,0,3,0,2,0
2096,683,2,541.03,4,3,4,1,91,0,1,0,1,1
2097,463,0,424.59,3,3,4,0,76,0,1,0,1,0
2098,625,7,491.17,8,3,3,1,61,0,1,0,1,0
2099,1063,2,787.07,23,2,2,1,102,1,2,0,1,0
2100,989,0,937.04,44,4,2,1,48,0,2,0,2,0
2101,648,3,449.14,1,2,3,1,7,0,1,0,1,1
2102,835,0,893.78,9,2,3,1,91,1,1,0,1,0
2103,399,9,327.91,1,3,4,1,108,1,,1,1,0
2104,793,8,543.97,1,3,4,1,92,0,2,0,2,0
2105,1115,5,701.38,15,3,4,1,113,0,3,0,2,0
2106,880,6,463.36,4,2,4,1,129,0,1,0,1,0
2107,1434,1,1268,45,1,1,1,108,0,2,0,2,0
2108,645,6,465.11,6,3,3,1,22,0,1,0,1,1
2109,659,2,480.83,3,3,4,1,91,0,1,0,1,1
2110,638,2,439.96,29,2,3,1,29,0,1,0,1,0
2111,1144,2,725.66,20,4,3,1,61,0,2,0,2,0
2112,988,3,1048.32,17,2,3,1,61,0,2,0,2,0
2113,932,8,696.34,0,2,4,1,21,0,3,0,2,0
2114,760,0,698.08,17,2,3,1,21,1,1,0,2,1
2115,1685,8,1255.76,37,2,3,1,129,0,1,0,2,0
2116,761,9,557.69,18,3,4,1,81,0,2,0,1,0
2117,1240,8,1021.12,16,3,4,1,108,1,2,0,2,1
2118,943,6,643.24,7,2,4,1,57,0,2,0,2,0
2119,856,2,686.75,8,2,2,1,55,0,2,0,1,0
2120,505,9,518.49,1,2,3,1,129,0,1,0,1,1
2121,721,0,492.45,8,3,4,1,68,0,1,0,2,1
2122,814,9,853.84,30,2,1,1,102,0,2,0,1,1
2123,608,0,438.75,4,4,4,1,128,1,1,0,1,0
2124,1500,0,2349.76,38,1,2,1,42,0,2,0,2,0
2125,1764,8,1837.86,29,3,2,1,76,0,2,0,3,0
2126,492,8,402.86,1,2,4,1,19,0,1,0,1,0
2127,938,2,509.6,21,2,3,1,91,0,1,0,1,0
2128,1140,3,932.81,6,3,4,1,61,2,3,0,2,0
2129,648,6,477.13,24,2,4,1,121,1,1,0,1,1
2130,856,2,666.68,3,3,4,1,91,1,2,0,1,0
2131,463,9,403.24,10,3,3,1,49,0,1,0,1,0
2132,708,3,516.58,7,3,3,1,39,0,2,0,2,0
2133,700,0,581.95,3,3,4,1,28,0,2,0,2,0
2134,1125,5,906,23,3,4,1,76,1,2,0,2,0
2135,725,9,456.68,13,3,4,1,7,1,1,0,2,1
2136,973,7,634.95,16,3,3,1,104,0,2,0,2,0
2137,1792,5,1341.95,42,3,1,1,28,2,2,0,3,1
2138,816,8,519.86,14,3,4,1,61,0,2,0,1,0
2139,1017,5,893.93,5,3,4,1,107,0,2,0,2,0
2140,1329,9,841.45,36,4,4,1,5,0,2,0,2,0
2141,640,3,745.47,29,2,1,1,124,0,1,0,1,0
2142,1313,8,1088.95,34,3,4,1,0,0,2,0,2,1
2143,633,8,425,12,3,4,1,43,0,2,0,1,0
2144,545,0,391.86,2,3,4,1,61,0,1,0,1,1
2145,402,2,297.78,5,3,3,1,107,0,,1,1,0
2146,616,0,612,17,3,4,1,118,1,1,0,1,1
2147,2032,8,912,15,4,4,2,3,0,3,0,2,0
2148,688,6,574.48,31,2,4,1,83,0,1,0,1,1
2149,1218,7,757,50,4,3,1,62,0,3,0,2,0
2150,612,7,435,4,3,3,1,30,0,1,0,1,1
2151,1395,0,1462.32,9,3,4,1,91,1,2,0,3,0
2152,746,0,618.97,30,2,2,1,115,1,1,0,1,1
2153,1088,8,854.39,44,3,3,1,64,1,3,0,2,0
2154,653,3,437,14,3,3,1,7,0,1,0,1,1
2155,1087,3,914.84,7,3,4,2,48,1,2,0,2,1
2156,792,2,661.06,4,4,3,0,91,1,2,0,2,0
2157,774,0,861.88,17,2,4,1,21,0,1,0,1,0
2158,1434,7,1268.57,45,1,2,1,108,1,2,0,2,1
2159,1153,2,446.7,24,2,4,2,103,0,2,0,2,0
2160,493,2,431.7,7,3,3,1,27,0,1,0,1,0
2161,966,8,922.65,14,3,3,1,107,0,2,0,2,0
2162,1145,0,991.35,32,3,3,1,5,1,2,0,2,0
2163,373,6,281.5,3,4,3,1,108,0,,1,1,0
2164,1152,7,955.87,30,2,4,1,115,0,2,0,2,1
2165,560,5,553.06,10,3,3,1,76,0,1,0,1,0
2166,845,0,903.27,21,1,4,1,34,1,2,0,1,0
2167,1181,7,734,41,3,3,1,80,2,3,0,2,0
2168,1181,5,1099.28,24,2,4,1,121,1,3,0,2,1
2169,1311,7,1167.22,25,2,4,1,121,0,3,0,2,1
2170,1873,0,1660.22,41,3,4,1,62,0,3,0,2,0
2171,887,8,527,10,3,4,1,118,0,2,0,2,0
2172,707,0,548.17,5,4,3,1,70,0,2,0,2,0
2173,968,8,884.14,19,3,4,1,61,0,2,0,2,0
2174,1218,0,970,23,2,4,1,102,1,2,0,2,1
2175,702,8,541.71,15,3,3,1,22,1,1,0,1,1
2176,917,3,631.53,18,3,3,1,29,0,2,0,2,0
2177,799,5,599.67,6,3,4,1,57,0,2,0,2,0
2178,399,9,327.91,1,3,4,1,108,0,,1,1,0
2179,746,8,693.26,5,3,4,1,107,0,2,0,2,1
2180,1126,8,825.08,45,3,2,1,93,0,3,0,2,0
2181,1482,2,1126.5,11,4,4,2,102,2,2,0,2,1
2182,656,9,516.22,31,2,3,1,83,0,1,0,1,1
2183,1994,5,1832.62,11,3,4,1,124,2,2,0,3,1
2184,720,9,632.52,33,3,1,1,79,0,2,0,1,0
2185,712,6,456.89,6,4,3,1,22,0,1,0,1,1
2186,675,2,520.82,17,3,3,1,118,1,1,0,1,1
2187,735,2,670.55,18,3,4,1,118,1,2,0,1,0
2188,662,3,537.31,14,2,4,1,7,1,1,0,1,1
2189,739,0,503.01,8,3,4,1,68,0,1,0,2,1
2190,836,0,639.48,20,4,4,1,118,0,2,0,2,0
2191,768,6,437.49,14,3,3,1,0,1,2,0,1,1
2192,742,6,468.2,19,3,2,1,61,0,1,0,1,1
2193,550,2,375.45,1,2,3,1,1,0,1,0,1,0
2194,634,9,450,8,0,4,1,68,1,1,0,1,1
2195,868,8,680.95,3,3,4,1,76,1,2,0,2,1
2196,819,2,814.54,23,3,4,1,118,0,2,0,2,0
2197,783,2,625,8,3,4,1,61,0,1,0,2,0
2198,1169,6,943.97,5,3,4,1,34,0,2,0,2,1
2199,560,9,392,9,3,3,1,70,0,1,0,1,1
2200,512,2,443.38,15,3,4,1,108,0,1,0,1,0
2201,748,0,716.65,14,3,3,1,107,1,2,0,1,0
2202,746,6,480.88,6,3,4,1,44,0,3,0,1,0
2203,506,6,301.65,1,3,3,1,116,0,1,0,1,0
2204,617,8,548.39,8,3,3,1,49,1,1,0,2,1
2205,455,2,294.14,0,3,3,1,108,0,1,0,1,0
2206,453,8,365.69,8,3,3,1,49,0,1,0,1,0
2207,1209,3,1002.46,30,2,2,1,115,1,2,0,2,1
2208,481,0,331.75,16,2,3,1,91,0,1,0,1,0
2209,855,7,584.81,6,3,4,1,102,0,2,0,2,0
2210,673,8,476.75,7,3,4,1,68,0,1,0,2,1
2211,801,9,859.67,19,3,4,1,81,0,2,0,1,0
2212,515,3,265.77,3,3,3,1,35,0,1,0,1,0
2213,969,6,420.32,18,3,3,1,21,0,1,0,1,0
2214,1016,6,455.8,31,2,4,1,80,1,2,0,2,1
2215,645,9,450.91,2,3,3,1,21,0,1,0,1,1
2216,595,8,380.29,2,3,4,1,47,1,1,0,2,1
2217,940,9,830.56,29,3,2,1,118,0,1,0,1,1
2218,1150,7,1124.42,47,3,1,1,90,1,2,0,2,1
2219,848,7,578.14,1,3,2,1,121,0,2,0,2,0
2220,1371,2,1128.19,36,2,4,1,119,2,1,0,2,2
2221,2338,7,1668.46,5,4,4,1,108,0,3,0,3,1
2222,913,7,985.87,30,2,4,1,76,0,1,0,1,1
2223,754,0,547.83,7,3,3,1,39,0,2,0,2,0
2224,1210,3,873.71,2,3,3,1,108,1,2,0,3,1
2225,1288,6,960,6,4,4,0,48,1,2,0,2,1
2226,425,0,314.81,5,1,3,1,107,0,,1,1,0
2227,848,5,664.1,3,4,4,1,30,0,1,0,1,1
2228,974,9,624.63,0,2,4,1,21,0,1,0,3,2
2229,1138,7,881.64,4,3,4,1,76,0,2,0,2,1
2230,974,0,749.61,25,3,2,1,83,1,2,0,2,0
2231,761,9,446.27,32,2,2,1,75,0,1,0,1,1
2232,937,5,754.24,9,3,4,1,76,0,2,0,2,0
2233,580,9,308.63,13,3,2,2,54,0,1,0,1,0
2234,885,0,482.48,13,4,4,2,54,0,2,0,2,1
2235,947,7,883.54,11,3,4,1,124,0,2,0,2,1
2236,587,0,393.45,13,3,3,1,22,0,1,0,1,1
2237,646,6,495.92,6,3,4,1,47,0,1,0,1,1
2238,640,2,683.5,22,3,4,1,106,0,1,0,1,1
2239,1010,7,974.33,32,2,3,1,21,0,2,0,2,1
2240,2150,6,640.88,0,4,1,2,45,0,3,0,3,0
2241,1032,6,737.05,44,3,2,1,111,1,3,0,1,0
2242,710,8,487.58,5,3,3,1,23,0,1,0,2,1
2243,1088,6,974.9,40,2,2,1,37,0,2,0,2,0
2244,1537,8,599,27,4,4,1,20,0,1,0,2,1
2245,678,0,470.96,6,3,4,1,68,0,1,0,2,1
2246,1025,8,744.8,13,4,3,1,49,0,1,0,2,0
2247,352,2,270.69,6,3,4,1,92,0,,1,1,0
2248,1067,9,662.5,50,0,3,1,62,1,2,0,1,0
2249,1327,9,1257.52,38,2,2,1,102,0,1,0,2,1
2250,1084,0,547.64,30,2,3,1,75,1,2,0,2,1
2251,708,9,621.08,7,3,4,1,92,0,2,0,2,0
2252,652,6,461.9,5,3,3,1,95,0,1,0,1,1
2253,770,0,587.73,12,3,4,1,8,0,2,0,2,0
2254,777,0,537.27,8,2,4,1,99,0,1,0,1,1
2255,660,2,562.31,9,3,4,1,8,0,1,0,1,1
2256,615,6,532.11,17,3,4,1,102,0,1,0,1,0
